,text
633,the knight when the bad guy wasn't looking stabbed the bad guy in his butt. then the knight rode away on his horse. then the knight's pet dog was at the bad guy's castle. and when the bad guy wasn't looking he threw the castle in the air. and the knight was still riding on his horse. and he saw another bad guy. and he threw his sword at the bad guy. but the bad guy was on his horse. and the bad guy got killed. then the bad guy with the sword in his butt. he died. another knight came. and he rode on his horse to meet the other knight. then the doggie ran to the good guys' castle. and he got a cannon. and he was looking for bad guys. then the two knights were in the castle. and the first bad guy was climbing up the wall. and one of the knights shot an arrow into the bad guy. and he fell off the wall. the good guys won the war. the end.
634,there was a knight. then the knight's doggie came. then the doggie and the knight had bows and arrows. then a lion came. and the doggie stabbed him in the eye with a bow and arrow because the lion was a bad lion. the end.
635,once there was a turtle. puppy toy. Turtle is in the water swimming. Turtle is in water with dolphin. they are friends. the end.
636,once there was Alex and Patrick and Keely. Alex played. Joseph doing hockey. Patrick plays. Keely doing seeds. the end.
637,Power Ranger is a bad guy. he fights. Power Ranger is red and blue and pink and yellow. he is a robot. Power Ranger's name is Jason.
638,once upon a time there was Robin. Batman comes to Robin's house. Robin and Batman fight. Ninja comes. and Ninja fights Robin. Robin dies.
639,"once my mommy came. and she come to my school. and she cook. the children eat the food. and Deen said "". can I go to ice cream? Mommy said no. Dennis said "". please, can I go to ice cream? and mommy said "". we can not go. why? Deen said "". because we have no money. mommy said "". Deen said mhaa. and they go home. and then Deen sleeps."
640,"once there was Alladin and Abu. and Princess Jasmine came. and Princess Jasmine see Alladin. and Alladin says wonderful. and Abu says hello. and big tiger came. and Alladin go in there. in there they have treasure. magic carpet comes to Abu. Alladin found lamp. and he out tiger. Alladin fall down magic carpet out on the rock. and Alladin trap and Abu trap. and Abu found lamp. and Genie come there. and Princess Jasmine and Jafar kiss. and Jafar is snake. and Genie says "". little baby, little baby. and Jafar in the lamp. Jafar says help. the end."
641,"once there was Aladdin. then there came Jafar. and Jafar turned into Genie. and Aladdin said "". trust me. and Jafar turned back to Jafar. and then he turned into Aladdin. then Jafar turned into a snake. and Aladdin said "". whole world. and Abu said "". goo goo. and then Jasmine got trapped. and then the end."
642,once there was trinosaurus. and dolphin just eat trinosaurus. and the eating dinosaur eat dolphin. and then Alex fight eating dinosaur. and then eating dinosaur die. and robot eating dinosaur came. and Dennis fight robot eating dinosaur. and eating robot dinosaur die. and then other robot eating dinosaur came. and then other robot eating dinosaur died. the end.
643,once there was pterodactyl. and then eating dinosaur eat pterodactyl. and then trinosaurus meat eating dinosaur. and then all the dinosaurs came. and then Dennis came. and then Dennis fight all the dinosaurs. and then all the dinosaurs die. the end.
644,once there was cowboys. then the robbers came. and they fighted with the robbers. and then cowboys have pizza. but they don't eat it. and they throw it to the bad guy's face. and then the two cowboys eat popcorn. and then cowboys fight the robbers. and then one of the Indians gives one of the cowboys a bow and arrow. and he shot a buffalo with it. then a knight came. and the knight give bow and arrow to the other cowboy. and then another knight came. and gave a sword to one of the cowboys. and he fought the robbers with it. Indians sleep. and then the cowboy with the sword. he fighted another robber. and then two robbers eat popcorn. the end.
645,once there was a mouse. and he had a soccer ball. and he kicked the soccer ball. and it flew away. and then a knight come. and then he fight the bad guy. and then the end.
646,once upon a time there is nothing and just dark. and then dark turns into dragon master. Dragon master turns into a hamster. and then Ninja Turtles fight hamster. and then hamster eats Ninja Turtle's nose. Ninja Turtles wore masks his face bloody. and then hamster ran. and then hamster turns into a knight. and he has a bow and arrow and a knife and a sword. Captain Planet comes. and he fights the knight. Knight wins. but he is a little bloody. then Dennis fights the knight. but knight turns into hamster again. the end.
647,"once upon a time there's a mouse. but he died. and turned into a knight. and the knight fight the trinosaurus. and a knight die. and a dinosaur went. and he go to sleep. and eating dinosaur fight trinosaurus. and trinosaurus use his horn to fight Tyrannosaur Rex, eating dinosaur. and the trinosaurus win. and Tyrannosaur Rex die. and a car come. and somebody sitting in the car. three miles ago a book came. and Indian got the book. and that book was a special book. and Indian see that book inside. and Indian see inside the book again. and he go shopping. and he buy bows and arrows and sword. and Indian have a treasure and robber want that treasure. but he can't. but Indian fight the robber. and the robber die. and Indian fight the dinosaur, trinosaurus. Indian and trinosaurus fight ten times. the end."
648,"once upon a time there was a goo_goo_ga_ga. then another goo_goo_ga_ga came. and a knight killed both of them. and then the knight himself died. then a doggie wagged the bad guy at the castle. the bad guy and the dog fight together. and bad guy dies. then a cat came. and the cat walked off the cliff. and the cat goes away. and the cat sang a song like, The_cat_came_back_the_very_next_day. another bad guy came. and the dog wagged the other bad guy. and the dog fight the bad guy again. and his face has a little bit of blood. another knight came. it was the master of the dog. and the master did not know there was blood. then the master saw the blood. and he put a band-aid on it. the cat came back. and the cat said "". I will fix him. and the master took the band-aid off. it was fixed."
649,once upon a time have a Rex. and a good guy robot Rex came. and Rex eat one of the bad guys. and the bad guy dies. and have a stegosaurus came. and the bad guy doesn't die. he just sleeps. and bad guy cries. and the bad guy eats poison apple juice. and a bad guy shoot his gun himself. and he die. the bad guy didn't die. he go to sleep. and bad guy die in the sleep place. and have a starfish. and he turned to a fire. and the bad guy fall in. and he say ouch. the bad guy shoot the gun anywhere. and the bad guy fall into the fire. and he die. and the stegosaurus saw the treasure. the Rex eat a dinosaur. he eat the stegosaurus head. the Rex find the treasure box. he opened it. it was the Rex's egg. the end.
650,once upon a time there's a knight. Rex fight the knight. knight dies. knight came back. knight wins. knight goes asleep. knight sleep in the fish bed. and that fish bed was real. and the fish get up in the bed. and a fish bite the knight. and a fish turned to a rock. and a rock turned to a walking rock. and a walking rock turned to a knight. knight disappear. bad guy want to find that knight. and bad guy find the knights. and the bad guy takes the knights in the jail. and the knights cry in the jail. the end.
651,once upon a time there was a knight. and a knight goes somewhere else. and a knight go to the moon. and a knight fall down on the ground. and knight said ouch. and knight find a treasure. and there's a baby bird in it. and the bird grows up. that bird was a knight bird. and knight bird fly. and go to knight castle. and a bad bird fight the knight bird. and a bad guy bird dies. and a bad guy fight the knight. and the knight bird knock down the bad guy castle. but the knight didn't know it was the bad guy castle. a doggie fight the bad guy ten times. and a doggie cried because knight bird and the knight dies. the end.
652,once upon a time a knight shot a chicken. and the chicken cried aaahh! then the knight stabbed a princess. and knight shot the lion's eyes. and the lion jumped. and he fell in the bathtub. and he got showered. he got out of the bathtub. and the knight shot him again. and the knight fell in the bathtub. then another knight came. and he had a bow and arrow. and he shot it into the lion. and then another knight came. and he had a sword and bow and arrow. and a mouse came. and he shot him with the bow and arrow. and put the sword in his eyes. then the knight builded a brick wall. and he went into it. crash. and then the mouse got up. and he was so tired he crushed a rock. and then the mouse ran away. then the chicken died. and then lion had bow and arrow. and he shot himself. and he died. the end.
653,once there was a cowboy and a knight. but the cowboy lost his gun so he had a bow and arrow to replace it. and a knight he lost his sword. and then he got a shovel. and he fight with the shovel. the knight and the cowboy were enemies. and they fighted. and the knight found a toad. and the cowboy fighted the toad and the knight. and then toad have a sword. and then toad and knight fight together. and cowboy shoots the arrow at the knight. and knight dies. and toad turns into knight toad. and the cowboy fighted the knight toad. they eat pizza. and toad eats ice cream. then they eat cake. and play Ring_around_the_rosie. the end.
654,there's a bear walking on the moon. and then a moon fall down. and a moon said ouch. the end.
655,and then there was a knight. then there was a fight. a karate guy. then the end.
656,"a knight. then Robin Hood came. then ninja turtle came. the ninja turtle is the sword guy. the end. actually, they fighted."
657,once there was a knight. then Robin Hood came. then karate master came. then they fighted and fighted. then they went to Africa. they played games. the end.
658,Karate master came. then black knight came with a sword. then a bull came. then Robin Hood came with a bow and arrow. they fighted and fighted and fighted. another Robin Hood with no bow and arrow came. and then there was one more fight. and the Robin Hood with no bow and arrow got killed.
659,once there was a knight with a sword. Robin Hood with a bow and arrow came. then a Buffalo came. they all fighted. then Ninja Turtles came. then they fighted one more time. the end.
660,once there was Superman. then Spiderman came. and they fighted nothing. and then a buffalo came. Batman and Robin came. they fighted Catwoman and Riddler. then Black knight with a sword came. they fighted. that's the end. then they had a birthday party.
661,once there was a knight with a sword. once there was a buffalo. then Robin Hood with a bow and arrow came. then they fighted and fighted and fighted and fighted. and they had chocolate and ice cream and chocolate and ice cream and chocolate and ice cream. and then they fighted two more times.
662,once there was a knight with a sword. then Robin Hood with a bow and arrow came. and then Little John came with a sword. then a buffalo came. then they fighted and fighted and fighted and fighted and fighted. and then they eat chocolate and ice cream and cake. then the end.
663,once there was a knight with a sword. then Robin Hood came with no bow and arrow. then Robin Hood gets killed by the knight. then the knight fighted Spiderman. they fighted and fighted and fighted. they they eat chocolate and cake and ice cream.
664,"once there was Robin Hood with a bow and arrow. then a knight came with a sword and a gun. then there was a storm. the master found a place where he could stay in the storm with his gun and Robin Hood. they were bad guys. then they thought they should be good guys, because they were tired of stealing. then all of them fighted and fighted. then they ate chocolate and ice cream and cake. then a buffalo came. and more buffalos came. and more and more and more and more. the end."
665,once there was Robin Hood with a bow and arrow. and then a knight came with a gun and a sword. then Batman came and Rocksteady. and they fighted. then Ninja Turtle came with a sword. then they ate chocolate and ice cream and cake. all of the people fighted and fighted and fighted and fighted. then Joel Robin Hood came. the end.
666,once there was a knight with a gun. then Super Shredder came. and then a giant monster came. and squished up a tree. another monster squished a tree up into his mouth. and ate it. then Super Shredder came. and squished up a tree. then Jaws came. then Count Dracula knocked the tree down. and then a vampire came. then the knight and all the bad guys had a fight. and it became morning. and the vampire went into his coffin. then Jaws went back into the middle of the ocean. Dracula went back into his coffin with the other vampire. and then all of the other bad guys ran back to where they lived. the end.
667,once there was a knight with a gun. and there is Robin Hood with a bow and arrow. then a Ninja Turtle with a sword came. then a buffalo came. then joker came. the buffalo killed the Joker. then Joker died. then a bad guy Ninja Turtle came with a sword. all of them fighted. then they ate chocolate ice cream and cake. the end.
668,once there was Robin Hood. and then Batman came. and then they fighted. and then Robin Hood died. a knight came with a gun. Robin Hood came. and then all of them fighted. then they ate chocolate and ice cream and cake. and then Buffalo came. and then the end.
669,Ninja Turtles fight. Turtles eat pizza. Shredder fighted the Ninja Turtles. then a bull came. all of them fighted. then a giant came. then shark attack came. Shredder died. the end.
670,"once there was some bad guys with a pistol. then they saw that pterodactyl. he shoot his bullets out of his tummy. then all of them were fighting except the pterodactyl. he was flying. then he came down. and said "". na_na_nee_boo_boo, you can't catch me. and then he fighted a little with the bad guys. then some buffalos came. and then they fell down. and came up again. and they did not die. then the bad guys fighted more times. and then the bad guys died when they had chicken pox. the end."
671,once upon a time two knights came. they had a sword and a shield. and they rode with their horses to the castle. and found a dragon. and cut the dragon. and punched him. and a bull came. and fighted the knights. and the knights won. and then both of the knights went over the drawbridge. and told the king what they did. they told the king they didn't kill the bull so the king went to where the bull was. and fought the bull. and then the king went back to the castle. the end.
672,once there was a king. and a knight that had a sword and a shield. and then Michelangelo came. then Robin Hood came. and he fighted the knight and Robin Hood. and the knight won. and then Michelangelo saw Shredder. and kicked Shredder. a monster came. and breathed teeth out of his mouth and fire. and then Michelangelo went under the railroad. the end.
673,"Donatello pushes Rocksteady into the water. then a snake scorpion pushed Shredder into the water. and then the footsoldiers came. then Shredder swallowed a shark. and then Donatello punches a footsoldier into the water. and he is eaten by a shark. then they went to the sewer, the Ninja Turtles and the snake. and then they climb out. and fight with the footsoldiers again. the end."
674,once there was Robin Hood. then there was a knight with a sword. then there was the king came. then they fighted. then Ninja Turtles came. then they fighted six times. then they fighted eight times. then a dragon came. and killed the king. the end.
675,once there was Donatello. and he punched Super Shredder into the water. and then he kicked him. then Leonardo pushed Shredder into a tree. and a squirrel came down from the tree. and bit Shredder's toe. and then Donatello came with a pistol. and shot one of the footsoldiers. and then Shredder swimmed into a shark. and the shark bit his toe when he bumped into him. and then Shredder says ouch. and then Shredder bit the shark's tail. and Shredder said ouch. and then a skunk came. and sprayed Shredder. then Shredder turned into a porcupine. and he pricked the shark. and then Donatello pulls one of the footsoldiers' pants down. and the shark swim away. and never comes back. and then Donatello and Leonardo go and eat pizza and candy bars. the end.
676,once upon a time have a pharaoh. then there came a wolfie. and he fighted a knight. and the pharaoh fight with his slave. and then Wolfie fighted the pharaoh. and wolfie won. and the pharaoh died. and he be a mummy. but he have a life. and the pharaoh have a crown on his head. and then the knight went to the castle. and told the king he was going to fight wolfie. and the pharaoh fight with his knife. and then wolfie and the knight fight one hundred times. and the pharaoh use his rope to fight his slave. the end.
677,once there was a cowboy that had a gun and a shield. and then he fighted with some cops. and they have a Indian. and he fights with the bad cowboy. and then alien came. and he fighted with the cops. and the good cowboy Indians fighted with the cowboy. and he uses his bow and arrow to shoot him. and the bad cowboy die. then the lion found out he should fight the bad cowboy. the Indian fight with his bow and arrow the good cowboy. the end.
678,"once there were cowboys. then Indian gave one cowboy a bow and arrow. then one of the cowboys that had a gun and a shield and a sword, he fighted a cop. then a mummy came. then he fighted a bad guy cowboy. the mummy and the bad guy cowboy fighted. and then the mummy won. then the cowboy that had the gun he shot the bad guy cowboy. the mummy fighted the cowboy. and then they both won. the end."
679,once there was Super Monkey. and then a cowboy came with a gun to shoot a bad robber. and the robber won. but it was poisonous. and the robber die. the Super Monkey and the cowboy fighted eight times. they both won. then a lion came that couldn't get killed. the end.
680,Power Monkey came. then Robin Hood came. then Power Monkey shot a bad guy with his gun. the bad guy had a bazooka. and Robin Hood shot an arrow at the bad guy. and he aimed perfectly so it hit the bad guy's stomach. then the Power Monkey and the bad guy had a wrestle. the arrow Robin Hood shot the bad guy with made him die slowly. but when he wrestled with the Power Monkey he died faster. then the Power Monkey won the wrestle. then another bad guy came. and fighted him and Robin Hood won. the end.
681,Super Toad came. and then a cowboy came with his gun. and then Super Toad fighted a bad guy. and then threw him into the sea. and a shark came. and bited his toe. and the cowboy shot with his pistol another bad guy. and he fell in the water. and the shark came. and bited his head the bad guy when the shark bit his toe died. and then the cowboy had pretzels and diet coke. and Super Toad he shot his sword with his bow and arrow into a deer. and then the cowboy ate popcorn. the deer died. some of the bad guys got back alive. and the cowboy fighted with them three times. the end.
682,Peter Pan first. the second is Wendy. Pirate come. Captain Hook comes. the end.
683,once upon a time have one Batman. two ninja turtles have two swords. the crocodile comes. Ninja turtles eat pizza. the end.
684,once upon a time have the tiger head. Alladin come. fight bad guy snake. the end.
685,once upon a time there was Peter Pan. Ninja Turtle comes. Ninja Turtle and another Ninja Turtle fight. eat pizza. see TV. the end.
686,"once upon a time there was a crocodile, and a ninja turtle, and a Peter Pan, and a Captain Hook. they fight. and the Captain Hook dies. they are happy. it is the Ninja Turtle's birthday. and they have a ninja turtle cake. the end."
687,once upon a time have a Peter Pan. and then have a Batman. one Batman. two Ninja Turtles fight Batman. one Ninja Turtle dies. the end.
688,the ghost. once upon a time there is a ghost. and fight and fight and fight. then Ninja Turtle come. and then one Ninja Turtle dies. another Ninja Turtle dies. the end.
689,once upon a time there was a ghost. a Ninja Turtle died. and that's the end.
690,once upon a time there was a ghost. one ghost. it was the ghost's birthday. eat ice cream. the daddy has friends. and they watch TV. then they have the snake's birthday. the end.
691,"once upon a time the Batman fight, fight, fight. and the sun go out. and it's night sleep. and Bebop come. and Rocksteady come. and they fight. and the Rocksteady die. and Bebop and Batman have birthday. watch TV. then they eat cake. bad guys come. snake come. eat bad guys. bad guy die. Batman fly to the castle. the prince and Batman fight. and Batman dies. the end."
692,once upon a time have a Peter Pan. and he fights Captain Hook. Captain Hook falls in the ocean. Indian comes. Indian catches the Peter Pan. Ninja Turtle comes. and Bebop comes. and watch TV. the end.
693,once upon a time have a Ninja Turtle. and have a Bebop and Rocksteady. and watch TV. and eat pizza. eat another pizza and another pizza and another pizza. go downstairs. see TV. go to light. ghost come. ghost fight the Batman. ghost die. and the Batman die. the end.
694,once upon a time there was an Indian and a Peter Pan. they fight. and the Indian died. the end.
695,once upon a time have nighttime. and have a bat. and the bat fights with Batman. and Batman dies. the end.
696,once upon a time there was a bat in the nighttime. the bat flew to the cave. and the Batman comes. and they fight. and one Ninja Turtle comes and fight. they eat pizza. the end.
697,once upon a time there was Batman. Ninja Turtle and the Batman fight the Ninja Turtle. the end.
698,one upon a time there was a Ninja Turtle called Donatello. he fighted Batman. and Batman died. the Ninja Turtle eats pizza. Ninja comes. and fights Donatello. Donatello dies. and then he comes alive. the end.
699,once upon a time there was Batman. all the Ninja Turtles die because Batman fights the Ninja Turtles. and Batman goes to play. then Donatello comes back to life. and fights with Batman. and then Batman dies. and then he comes back to life. then they fight. and they fight three times. and they eat chocolate and ice cream. and they eat it and eat it and eat it. and then they eat Batman birthday cake. the end.
700,once upon a time have an A. and a B coming. and they fight. and the A die. he have a life A. the end.
701,once upon a time have a dragon. he eats a knight. the knight dies. and the knight comes alive. and the end.
702,once upon a time have a Batman and a SuperMario. and have a Yoshi. he is a dinosaur. then Mario sit on the Yoshi. and then have a Turtle come. the Yoshi eats the Turtle. the Turtle is the bad guy. have a mushroom come. and the Mario eat the mushroom. have a Luigi. have a SuperLuigi. the end.
703,once upon a time have a Ninja Turtle. and Donatello comes. and he fights the pizza. the end.
704,once upon a time have a castle. and have a dragon. and a king with a sword and a gun. and a guard with a sword. and they all fighted the dragon. then Donatello came. and fighted the guard. and the guard died. and he comes to live again. have a Superman came. and have a mummy come. it's an Egypt mummy. the end.
705,once upon a time there was a bad guy's horse. and another bad guy's horse. and another and another and another. the bad guys' horses wanted to kill the flying horse. the flying horse shoot arrows. and the bad guys horse shoot knives. the flying horse shoot an arrow. and killed one bad guy horse. and the flying horse fights more. and the bad guys horses all die.
706,once there was a tiger head. and one guy went into his mouth. was a thief. and the tiger head eat him. Alladin played with his Nintendo. and Alladin go out fight. and all the bad guys die. and Alladin go to the tiger head. and Alladin not get eat. only Alladin can go to that tiger head. Alladin got the lamp. and Abu touched the red stone. and Alladin fall on the magic carpet. and don't get trapped. the end.
707,once upon a time have a Superman. and have two robot airplanes. and then one airplane flied to the Superman. and the Superman. he tried to break the airplane because he is a bad guy airplane. the airplanes can walk. and the Superman broke all the airplanes. the end.
708,once upon a time have Ninja Turtle. his name is Donatello. and Raphael came. and he fighted bad guy. and they had snack. the bad guy is Captain Hook. and a triceratops came. and a flying dinosaur came. and eat the bad guy. then Donatello fight all the dinosaurs. and Donatello died. and he is alive. and he fight all the dinosaurs again. and all the dinosaurs died. and all the superheroes from the sky come down. and punch all the dinosaurs' eyes. the end.
709,once upon a time have a superman. and Donatello come. and a flying dinosaur catch the superman. the flying dinosaur is bad. and the flying dinosaur turns into a Batman. and have a dragon eat the fly dinosaur Batman. another flying dinosaur. and the dragon eat him. and the dragon is hungry. want to eat the superman. and the superman kicked the dragon. and the dragon died. and the Ninja Turtle fight with the superman. and the superman kicked the Ninja Turtle. and the Ninja died. the end.
710,once upon a time have a triceratops. and have a flying dinosaur camp. and have a eating dinosaur. and triceratops fight with the eating dinosaur. the flying dinosaur catch the eating dinosaur. and that eating dinosaur eat the flying dinosaur. and a stegosaurus came. the end.
711,once upon a time have a triceratops. and have a eating dinosaur. and have a stegosaurus. and the stegosaurus use his tail to fight the eating dinosaur. and the dinosaur eat the stegosaurus. and the stegosaurus die. and then the triceratops use his head to fight the eating dinosaur. and the eating dinosaur die. and Prince Aaron fights with the triceratops. and Prince Aaron turns into a monster. and then Prince Aaron fall into a river. and the triceratops die. the end.
712,once upon a time have a pharaoh. then there came a wolfie. and he fighted a knight. and the pharaoh fight with his slave. and then Wolfie fighted the pharaoh. and wolfie won. and the pharaoh died. and he be a mummy. but he have a life. and the pharaoh have a crown on his head. and then the knight went to the castle. and told the king he was going to fight wolfie. and the pharaoh fight with his knife. and then wolfie and the knight fight one hundred times. and the pharaoh use his rope to fight his slave. the end.
713,once there was a cowboy that had a gun and a shield. and then he fighted with some cops. and they have a Indian. and the fights with the bad cowboy. and then alien came. and he fighted with the cops. and the good cowboy Indians fighted with the cowboy. and he uses his bow and arrow to shoot him. and the bad cowboy die. then the lion found out he should fight the bad cowboy. the Indian fight with his bow and arrow the good cowboy. the end.
714,once upon a time have a triceratops. and have a anchinocerous. and have a eating dinosaur. and then Alex come. fight the eating dinosaur. have a Tyranosaurus. and an eating baby dinosaur came. and have a two horn triceratops. one have a broken horn. and he fight the bad guy dinosaur. Triceratops use his horns to fight same bad guy again. the end.
715,once upon time there was a protoceratops. there was a triceratops. and the protoceratops used his mouth to eat the bad guy triceratops. the protoceratops used his mouth to eat the dinosaur's heart. the end.
716,once upon a time have a triceratops. and have a eating dinosaur. and have an eating dinosaur egg. and have broken horn triceratops. and have a protoceratops. and have triceratops fight the eating dinosaur. and the eating dinosaur die. the end.
717,"once upon a time Max was in his room. Max trying to eat his dog. and Max room turned into a forest. and have a sea wild thing. and comes to where wild things are. and the wild things call Max king. and Max, he climbs on a tree. and have a chicken wild thing. and all the wild thing was sleeping. and the wild things said "". come back. we'll eat you up. and Max said "". no, bye, bye. the end."
718,once upon a time have a triceratops. and have a protoceratops. and have a flying horse. and have a eating dinosaur robot. and that eating robot can shoot arrows. and he shoot the arrow to the flying horse. and the flying horse turn into a real horse. the end.
719,"once upon a time have a triceratops. and have a triceratops robot. and have a eating dinosaur. the eating dinosaur, his name is Rex. and the eating dinosaur is a real dinosaur. and the eating dinosaur eat one bad guy, Triceratops. and triceratops robot fighted with his horn. and the triceratops robot, he fought. and he died. and have two eating dinosaur robots. and one turned into a rock. and the eating dinosaur robot fight the triceratops. and the triceratops win. the end."
720,once upon a time have a Rex. and a good guy robot Rex came. and Rex eat one of the bad guys. and the bad guy dies. and have a stegosaurus came. and the bad guy doesn't die. he just sleeps. and bad guy cries. and the bad guy eats poison apple juice. and a bad guy shoot his gun himself. and he die. the bad guy didn't die. he go to sleep. and bad guy die in the sleep place. and have a starfish. and he turned to a fire. and the bad guy fall in. and he say ouch. the bad guy shoot the gun anywhere. and the bad guy fall into the fire. and he die. and the stegosaurus saw the treasure. the Rex eat a dinosaur. he eat the stegosaurus head. the Rex find the treasure box. he opened it. it was the Rex's egg. the end.
721,once upon a time have a Rex dinosaur. and he is a real dinosaur. and have a triceratops. and have a triceratops robot. and triceratops fight Rex. eating dinosaur. and Rex eats the triceratops robot. and the triceratops robot die. the end.
722,once upon a time have a triceratops. his name is Wooo. and have apatosaurus. his name is She. and have a eating dinosaur. his name is Rex. the end.
723,once upon a time have a triceratops. and have a eating dinosaur. is Rex. and the Triceratops is OOO. the end.
724,once upon a time have a dinosaur triceratops. and then Tyrranosaurus Rex came. and eating dinosaur Rex came. and then they fighted. and Rex find his treasure box. and inside have his egg. and then there was a queen's dog. and Rex fight all the dinosaur. and all the dinosaur die. and then they went home. the end.
725,Ninja Turtles. they fight. then they eat pizza. and then they fight again. then pizza again. and then they ate cake and ice cream. and then they fight again. and that's the end.
726,Ninja Turtles. Shredder comes. and they fight. and then they eat pizza again. and then they eat pizza another time. and then they eat cake and ice cream. and more ice cream and more cake. then they fight. and then they fight again. and then they eat pizza. that's the end.
727,the Ninja Turtles go to eat ice cream. they fight with Bebop and Rocksteady and Shredder outside. then they eat the ice cream and cake. then they fight again.
728,"Ninja Turtles fight. then they eat pizza. and then they eat cake and ice cream. then they had eight fights. then they ate more pizza and more ice cream and more cake. they fight again with Shredder, Bebop, and Rocksteady. the end."
729,"once there was Ninja Turtles. then there was Bebop and Rocksteady. then they fighted with Bebop and Rocksteady. then they ate pizza. then they ate chocolate, ice cream, and cake. and more ice cream, and more cake, and more chocolate. the end."
730,"another Ninja Story. once there was Ninja Turtles and Ninja Turtle bad guys, Bebop, Rocksteady, and Shredder. Superman comes and fights with the Ninja Turtles. all die except Donatello. Donatello fights Superman and Superman dies. then Donatello fights the bad guys."
731,once there was Ninja Turtles. they fight Bebop and Shredder. they eat pizza. they go and buy new weapons. they are swords. they go and fight again. the end.
732,"Ninja turtles fight Bebop and Rocksteady and Shredder. then they eat pizza. and they fighted again with Bebop, Rocksteady, and Shredder. and then they ate chocolate ice cream and cake again and pizza. the end."
733,"Ninja Turtles fight Bebop, Rocksteady, and Shredder. then they eat pizza. and they eat cake and ice cream and plain chocolate. and then they drink some milk. and then they fighted with Bebop, Rocksteady, and Shredder again. then they went to the battlefield. and fighted six times. then they eat pizza and ice cream and cake. then they eat hot chocolate. then they fight eight times. the end."
734,once there was cowboys and pirate. and they fighted. the pirate was Long John Silver. the Ninja Turtles came because Shredder and Bebop and Rocksteady were there. the cowboy and the pirate fight with each other. and the Ninjas fight with Rocksteady and those guys. then the Ninjas have chocolate ice cream and cake. and the cowboy has the same as the Ninjas. then they fighted six more times. then they went to the battlefield. and pushed rocks on Bebop's foot and also on Rocksteady.
735,"fighting Ninja. Ninjas fight Bebop, Rocksteady, and Shredder. then they eat ice cream and pizza. then they rest. then Spiderman and Superman came. and they fighted with the bad guys. then they eat cake. then they fight again. then they eat cake again and ice cream and candy bar and hot chocolate and some milk. the end."
736,once upon a time there was Joel and Matt. and then Flip-Flop came. Flip-Flop wanted to watch TV. and Joseph and Mason didn't. and so they fighted. Joel and Matt won. and there was no TV so Flip-Flop went to bed. Joel and Matt had lunch. and then they had a rest. then Flip-Flop got out of bed. and they fighted again. they fighted because Flip-Flop wanted to down their house. and then the Ninja Turtles came. and Matt and Joel and the Turtles fight the bad guys. the end.
737,"Teenage Mutant Ninja Turtles fight Bebop and Rocksteady. then they had pizza. then they had milky ways. then they had hot chocolate. and then they fight Bebop and Rocksteady and Shredder again. and then they threw rods at Bebop's head, huge ones. and then boulders rolled down on Bebop. then he falls into the ocean. and a shark bites him. then he gets on land. and fights the Ninjas again. and he fall into a waterfall. Bebop gets wet. then he goes to the lake. and he drinks the water."
738,"Ninja Turtles fight Bebop, Rocksteady, and Shredder. and then they have hot chocolate. and then they fight Bebop. and then they eat pizza. then they drink grape juice. and then they go and swim. and then they go to the sewers. and then they slept. and then had ice cream. and then they eat cake. and then they fight Rocksteady. the end."
739,"Ninja Turtles eat pizza. and then they fight the foot soldiers. and Bebop and Rocksteady and Shredder came. and the Ninjas fighted them. and then they go on the Turtle van. and then they fighted with the foot soldiers eight times. and then they fighted with the foot soldiers eleven times. and then Donatello throw Bebop to the river. and then Donatello throws boulders on top of Bebop's head. and then boulders come tumbling down on Bebop another time. and then Ninja Turtles eat chocolate cake, ice cream, and hot chocolate and candy bars. and then the Ninjas swim in the pond. the end."
740,"Donatello pushes Rocksteady into the water. then a snake scorpion pushed Shredder into the water. and then the footsoldiers came. then Shredder swallowed a shark. and then Donatello punches a footsoldier into the water. and he is eaten by a shark. then they went to the sewer, the Ninja Turtles and the snake. and then they climb out. and fight with the footsoldiers again. the end."
741,once there was Donatello. and he punched Super Shredder into the water. and then he kicked him. then Leonardo pushed Shredder into a tree. and a squirrel came down from the tree. and bit Shredder's toe. and then Donatello came with a pistol. and shot one of the footsoldiers. and then Shredder swimmed into a shark. and the shark bit his toe when he bumped into him. and then Shredder says ouch. and then Shredder bit the shark's tail. and Shredder said ouch. and then a skunk came. and sprayed Shredder. then Shredder turned into a porcupine. and he pricked the shark. and then Donatello pulls one of the footsoldiers' pants down. and the shark swim away. and never comes back. and then Donatello and Leonardo go and eat pizza and candy bars. the end.
742,Donatello pushes Bebop into the water. and a shark comes and eats him. then Donatello goes. and drinks hot chocolate. then he eats a candy bar. and then he goes to the movie theater. then Donatello fights with the footsoldiers. and he got some popcorn and pretzels. and he ate them. then he fights with the footsoldiers again. and he fights with them six times. and then eighty times. then he eats pizza. Donatello calls Batman. Batman punches one of the footsoldiers. the footsoldiers fight again. and Batman and Donatello win.
743,the good knights fight the bad knights. and then the bad knights climbed up the castle walls. and the good knights shot them off with bows and arrows. and then the good knights came. and put three more of the bad knights in the prison. and then they gave the bad knights some water and food. and then the bad guys escaped from prison. and the good knights fight then again with bows and arrows and swords. then the good knights went swimming. and then they ate chocolate cake and ice cream. then the good knights go to bed. and in the morning they rode their horses into battle. and then the good knights shot the bad knights with bows and arrows. the end.
